description;popularity;poster_path;vote_average;vote_count;tmdb_id;movieId;title;year;Adventure;Animation;Children;Comedy;Fantasy;Romance;Drama;Action;Crime;Thriller;Horror;Mystery;Sci-Fi;IMAX;Documentary;War;Musical;Western;Film-Noir;tmdbId;actor1;actor2;actor3;actor4;actor5;director1
A woman who is robbed on her way to catch the 1:30 train to Boston is left stranded in New York City. She meets a man who helps her during the course of the night and the two form a romance.;13.119;/hbWU6Q6owywuCzLRSJ0Nzxh0E2E.jpg;6.715;1582.0;283350.0;139747.0;Before We Go;2014;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;283350.0;Chris Evans;Alice Eve;Emma Fitzpatrick;Mark Kassen;Daniel Spink;Chris Evans
"A documentary about the legendary series of nationally televised debates in 1968 between two great public intellectuals, the liberal Gore Vidal and the conservative William F. Buckley Jr.  Intended as commentary on the issues of their day, these vitriolic and explosive encounters came to define the modern era of public discourse in the media, marking the big bang moment of our contemporary media landscape when spectacle trumped content and argument replaced substance. Best of Enemies delves into the entangled biographies of these two great thinkers, and luxuriates in the language and the theater of their debates, begging the question, ""What has television done to the way we discuss politics in our democracy today?""";6.624;/fZoEfqzhuGEikvnVLLn5aJPhrm3.jpg;7.3;119.0;319067.0;139757.0;Best of Enemies;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;319067.0;Gore Vidal;William F. Buckley Jr.;Kelsey Grammer;John Lithgow;Dick Cavett;Morgan Neville
A documentary about Caroll Spinney who has been Sesame Street's Big Bird and Oscar the Grouch since 1969. At 78-years-old, he has no intention of stopping.;2.567;/h3s3DLKPOtbafzSb5OuebMKFKYY.jpg;7.5;35.0;266619.0;139775.0;I Am Big Bird: The Caroll Spinney Story;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;266619.0;Caroll Spinney;Joan Ganz Cooney;Frank Oz;Emilio Delgado;Sonia Manzano;Dave LaMattina
An embarrassing video of Anthony surfaces online right before his fifth high school reunion. The Smosh dudes then race to pull down the clip before it blows Anthony's chances of reconnecting with his teen crush Anna.;7.306;/5qFoyhKUZNn0eZIBSfmdn3PqkO9.jpg;4.649;171.0;311615.0;139797.0;Smosh: The Movie;2015;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;311615.0;Anthony Padilla;Ian Hecox;Mark Fischbach;Jillian Nelson;Brittany Ross;Alex Winter
In the middle of the Aegean Sea, six men on a fishing trip on a luxury yacht decide to play a game. During this game, things will be compared. Things will be measured. Songs will be butchered, and blood will be tested. Friends will become rivals and rivals will become hungry. But at the end of the journey, when the game is over, the man who wins will be the best man. And he will wear on his smallest finger the victory ring: the Chevalier.;3.297;/zETmf9LMuZxUYXvHS4iaakjN3LG.jpg;5.627;71.0;314220.0;139847.0;Chevalier;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;314220.0;Vangelis Mourikis;Makis Papadimitriou;Sakis Rouvas;Kostas Filippoglou;Panos Koronis;Athina Rachel Tsangari
An inspirational speaker becomes reinvigorated after meeting a lively woman who shakes up his mundane existence.;16.965;/4DJ1zNr4Y6q7zQ27goEYla46VdO.jpg;7.122;1468.0;291270.0;139855.0;Anomalisa;2015;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;291270.0;David Thewlis;Jennifer Jason Leigh;Tom Noonan;no actors;no actors;Charlie Kaufman
A young woman's desperate search for her abducted boyfriend draws her into the infamous Colonia Dignidad, a sect nobody ever escaped from.;19.512;/g0mAWtwMFOZMOi020fhbmRhdmWK.jpg;7.301;1689.0;318781.0;139857.0;Colonia;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;318781.0;Emma Watson;Daniel Brühl;Michael Nyqvist;Richenda Carey;Vicky Krieps;Florian Gallenberger
Freed of her responsibilities with the 501 Organization, Motoko Kusanagi must now learn how to take orders from Aramaki. Someone hacks the Logicomas, and Batou enlists the help of former army intelligence officer Ishikawa and former air artillery expert Borma. Kusanagi also seeks to enlist ace sniper Saito and undercover cop Paz into the new Public Security Section 9.;13.78;/eC8babU050Nwnss5CnAJyymGkB.jpg;7.1;105.0;212168.0;139859.0;Ghost in the Shell Arise - Border 2: Ghost Whispers;2013;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;212168.0;Maaya Sakamoto;Ikkyu Juku;Kenichirou Matsuda;Tomoyuki Dan;Takurou Nakakuni;Kazuchika Kise
Posing as lovers on vacation, Motoko and Batou work to try to stop a terrorist organization whose symbol is the Scrasath. Meanwhile, Togusa investigates a murder of a man who possessed a prosthetic leg manufactured by the Mermaid's Leg corporation.;24.676;/nrMr4ht4CgX4tyseN1uYVHXENJN.jpg;6.777;121.0;240341.0;139861.0;Ghost in the Shell Arise - Border 3: Ghost Tears;2014;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;240341.0;Maaya Sakamoto;Ikkyu Juku;Kenichirou Matsuda;Kazuya Nakai;Tomoyuki Dan;Kazuchika Kise
"The upcoming installment's story takes place amidst signs of postwar reconstruction in the winter of 2028. Tensions are rising in New Port City as demonstrations are held concerning the interests of foreign cartels. This leads to a shooting incident involving riot police. It all started with a cyberbrain infection released by the terrorist ""Fire Starter."" An independent offensive unit led by Makoto Kusanagi entrusts the suppression of the situation to their ghosts and aims for their own justice. Below the surface of the incident, lies the ""tin girl"" Emma and the ""scarecrow man"" Burinda Junior. As Kusanagi deals with the incident, she draws near to what those two ghosts were seeking.";18.476;/dNlPBbpsyZCHDbYa4VxZOCj3RiI.jpg;6.9;98.0;279254.0;139863.0;Ghost in the Shell Arise - Border 4: Ghost Stands Alone;2014;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;279254.0;Maaya Sakamoto;Ikkyu Juku;Kenichirou Matsuda;Aya Hisakawa;Kazuya Nakai;Kazuchika Kise
By day, Richard Haig is a successful and well-respected English professor at renowned Trinity College in Cambridge.  By night, Richard indulges his own romantic fantasies with a steady stream of beautiful undergraduates.  But Richard has grown tired of the  game and is looking for something more meaningful and lasting.  So when Kate, Richard’s tanned, athletic, 25-year-old American girlfriend tells him that she is pregnant, Richard is thrilled.  He looks forward to having a family of his own,  being a father his children could be proud of, not some sex-fueled bobcat.  There is only one problem.  Richard’s not in love with Kate.  Richard is in love with Kate’s sister, Olivia. He had been in love with her ever since he first saw her.;9.815;/2rW0u6qDw8kBRS4Ak3Wx1uauYaq.jpg;5.635;505.0;253344.0;139915.0;How to Make Love Like an Englishman;2014;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;253344.0;Pierce Brosnan;Salma Hayek;Jessica Alba;Ben McKenzie;Fred Melamed;Tom Vaughan
In a highly secured vault deep within the walls of Vatican City, the Catholic Church holds thousands of old films and video footage documenting exorcisms/supposed exorcisms and other unexplained religious phenomena they feel the world is not ready to see. This is the first tape - Case 83-G - stolen from these archives and exposed to the public by an anonymous source.;39.444;/eXN0zdTpm772ZCfnCeLAONguqxe.jpg;5.288;648.0;157544.0;140074.0;The Vatican Tapes;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;157544.0;Kathleen Robertson;Montanna Gillis;Olivia Taylor Dudley;Noemi Gonzalez;Michael Peña;Mark Neveldine
A story that revolves around three sisters who live in their grandmother's home and the arrival of their 13-year-old half sister.;11.773;/x9A0AtEg5EEYbDGfP8NqH3C9w8M.jpg;7.556;348.0;315846.0;140106.0;Our Little Sister;2015;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;315846.0;Haruka Ayase;Masami Nagasawa;Kaho;Suzu Hirose;Ryo Kase;Hirokazu Kore-eda
70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.;38.142;/9UoAC9tu8kIyRy8AcJnGhnH0gOH.jpg;7.194;5754.0;257211.0;140110.0;The Intern;2015;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;257211.0;Robert De Niro;Anne Hathaway;Rene Russo;Anders Holm;JoJo Kushner;Nancy Meyers
The Joker is aided in his Halloween quest to render modern technology useless and take over Gotham City by Solomon Grundy, Silver Banshee, Clayface and Scarecrow.;13.219;/jceXBNFMPLAKlo2MPJGJlXJBQJL.jpg;6.372;121.0;342917.0;140115.0;Batman Unlimited: Monster Mayhem;2015;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;342917.0;Roger Craig Smith;Troy Baker;Chris Diamantopoulos;Kari Wuhrer;Noel Fisher;Butch Lukic
And suddenly, overnight, the world came to a halt. Two men, two survivors, one kid, and hatred that separates them. A place forgotten by everyone, including the creatures that inhabit the Earth... until now.;20.645;/zwIDreu9pYCqKpv4jomqVM9yX1e.jpg;6.179;560.0;338676.0;140131.0;Extinction;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;338676.0;Matthew Fox;Jeffrey Donovan;Quinn McColgan;Valeria Vereau;Clara Lago;Miguel Ángel Vivas
Steven Ray was never quite normal. But when tragedy strikes in the form of a deadly hit-and-run incident at a city cross walk, his violent and bizarre behavior becomes uncontrollable. One night, as Steven plots his next murder, he meets Percival, whose unsuccessful attempt at suicide not only interferes with Stevens plans, but the chance encounter also introduces the two into each others sad and lonely lives.  Percival believes hes cursed after miraculously surviving each suicide attempt and concludes fate brought he and Steven together. So he hires Steven to assist him in suicide. Steven does not believe in fate and thinks Percival is desperate and delusional. But he accepts the offer. Easy money.  After Percival continues to miraculously survive each attempt on his life, Steven starts to believe. He tries to help Percival figure out ways to break the curse. And in the process, they form an unlikely friendship through the common bond of tragedy.;4.173;/5jSRRCza4c2AjY51KXyY6RBzglj.jpg;6.3;60.0;273599.0;140146.0;The Suicide Theory;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;273599.0;Leon Cain;Steve Mazoukis;no actors;no actors;no actors;Dru Brown
A present-day idyllic kingdom where the benevolent teenage son of King Adam and Queen Belle offers a chance of redemption for the troublemaking offspring of Disney's classic villains: Cruella De Vil (Carlos), Maleficent (Mal), the Evil Queen (Evie) and Jafar (Jay).;81.208;/65DkgHPSLVjgr6IYkpY9Aqqqid5.jpg;7.09;2003.0;277217.0;140160.0;Descendants;2015;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;277217.0;Dove Cameron;Cameron Boyce;Booboo Stewart;Sofia Carson;Mitchell Hope;Kenny Ortega
Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the seismic effect it will have on their relationship, they invite their pretty neighbor into their bed.;27.385;/ivoT06isgs6jSJ3QxUBLxnz8F9M.jpg;6.435;2017.0;292431.0;140162.0;Love;2015;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;292431.0;Karl Glusman;Aomi Muyock;Klara Kristin;Ugo Fox;Juan Saavedra;Gaspar Noé
Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.;25.572;/pCURNjeomWbMSdiP64gj8NVVHTQ.jpg;8.048;8192.0;264644.0;140174.0;Room;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;264644.0;Brie Larson;Jacob Tremblay;Joan Allen;William H. Macy;Sean Bridgers;Lenny Abrahamson
In the aftermath of the BP oil spill, an idealistic but imperfect New Orleans politician (Nicolas Cage) finds his plans of restoration unraveling as his own life becomes contaminated with corruption, scandal and deceit.;6.305;/2fPnVkWueayfbqk2g66fSTLoyWu.jpg;4.721;140.0;277546.0;140237.0;The Runner;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;277546.0;Nicolas Cage;Sarah Paulson;Connie Nielsen;Peter Fonda;Bryan Batt;Austin Stark
Simon and Robyn are a young married couple whose life is going as planned until a chance run-in with Simon's high school acquaintance sends their world into a tailspin.;17.526;/kH3qLP8pn68Xq5XwvmPkCyaAU7W.jpg;6.684;2780.0;328425.0;140247.0;The Gift;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;328425.0;Jason Bateman;Rebecca Hall;Joel Edgerton;Allison Tolman;Tim Griffin;Joel Edgerton
In 1630, a farmer relocates his family to a remote plot of land on the edge of a forest where strange, unsettling things happen. With suspicion and paranoia mounting, each family member's faith, loyalty and love are tested in shocking ways.;69.436;/zap5hpFCWSvdWSuPGAQyjUv2wAC.jpg;6.886;5798.0;310131.0;140267.0;The Witch;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;310131.0;Anya Taylor-Joy;Ralph Ineson;Kate Dickie;Harvey Scrimshaw;Ellie Grainger;Robert Eggers
Men & Chicken is a black comedy about two outcast brothers who, by getting to know their unknown family, discover a horrible truth about themselves and their relatives.;6.873;/6lZ1EjOoWJiZaGJe38052Hmt73l.jpg;6.47;152.0;296313.0;140289.0;Men & Chicken;2015;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;296313.0;Mads Mikkelsen;Nikolaj Lie Kaas;David Dencik;Nicolas Bro;Søren Malling;Anders Thomas Jensen
A teenager transitions from female to male, and his family must come to terms with that fact.;9.656;/A40ko85pS3yrkzeYVuVKB8Xbjjq.jpg;6.4;405.0;300667.0;140291.0;About Ray;2015;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;300667.0;Elle Fanning;Susan Sarandon;Naomi Watts;Tate Donovan;Maria Dizzia;Gaby Dellal
Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute.;26.011;/f0UUAhIBecyfUTjn3C3sw1UioUx.jpg;6.0;344.0;351964.0;140301.0;The Escort;2015;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;351964.0;Lyndsy Fonseca;Tommy Dewey;Bruce Campbell;Rachel Resheff;Rumer Willis;Will Slocombe
When the young republic of The Netherlands is attacked by England, France and Germany and faces its own civil war no less, only one man, Michael de Ruyter, can lead the county's strongest weapon, the Dutch fleet.;6.831;/a3wtenkrqveejZpZadYakGIUExP.jpg;6.434;143.0;277154.0;140339.0;Admiral;2015;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;277154.0;Frank Lammers;Sanne Langelaar;Rutger Hauer;Aurélie Meriel;Charles Dance;Roel Reiné
Inspired by the isolated beauty of tropical islands and the explosive allure of ocean volcanoes, Lava is a musical love story that takes place over millions of years.;10.237;/n7C5rbdwEsVGdzBTayjjhavB8b9.jpg;7.333;927.0;286192.0;140341.0;Lava;2015;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;286192.0;Napua Greig;Kuana Torres Kahele;no actors;no actors;no actors;James Ford Murphy
A brother and sister are sent to their grandparents' remote Pennsylvania farm for a week, where they discover that the elderly couple is involved in something deeply disturbing.;31.253;/mtMfKRCa2V5b7d9k4piogB72mcY.jpg;6.294;4013.0;298312.0;140523.0;Visit, The;2015;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;298312.0;Olivia DeJonge;Ed Oxenbould;Deanna Dunagan;Peter McRobbie;Kathryn Hahn;M. Night Shyamalan
A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.;10.833;/tUwsgi97Xl9pNYmzOjwOSD5zu7e.jpg;6.387;1175.0;290751.0;140525.0;Secret in Their Eyes;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;290751.0;Chiwetel Ejiofor;Nicole Kidman;Julia Roberts;Dean Norris;Alfred Molina;Billy Ray
A young mother and her twin sons move into a rural house that's marked for death.;33.812;/jaUsNmDx3PU6jOEKKu4r2NkdHsI.jpg;5.844;1836.0;283445.0;140529.0;Sinister 2;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;283445.0;James Ransone;Shannyn Sossamon;Robert Daniel Sloan;Dartanian Sloan;Lea Coco;Ciarán Foy
I am Chris Farley tells his hilarious, touching and wildly entertaining story - from his early days in Madison, Wisconsin, to his time at Second City and Saturday Night Live, then finally his film career (which included hits like Tommy Boy and Black Sheep). The film showcases his most memorable characters and skits from film and television and also includes interviews and insights from his co-stars, family and friends - including the likes of Christina Applegate, Dan Aykroyd, Mike Myers, Bob Odenkirk, Bob Saget and Adam Sandler.;5.973;/kljSSGgT4bHsL3Ivou5akIcWSrr.jpg;7.114;79.0;345944.0;140581.0;I Am Chris Farley;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;345944.0;Adam Sandler;Chris Farley;David Spade;Pat Finn;Bo Derek;Derik Murray
The story of Lyudmila Pavlichenko, the most successful female sniper in history.;19.128;/6PXb2TxEFzmi1FbJIV0NOLdhW9M.jpg;7.4;359.0;332270.0;140627.0;Battle For Sevastopol;2015;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;332270.0;Yulia Peresild;Yevgeni Tsyganov;Natella Abeleva-Taganova;Nikita Tarasov;Joan Blackham;Sergey Mokritsky
A group of grad students have booked passage on the fishing trawler Harbinger to study the effects of global warming on a pod of Orcas in the Bering Sea. When the ship's crew dredges up a recently thawed piece of old Soviet space wreckage, things get downright deadly. It seems that the Russians experimented with tardigrades, tiny resilient animals able to withstand the extremes of space radiation. The creatures survived, but not without mutation. Now the crew is exposed to aggressively mutating organisms. And after being locked in ice for 3 decades, the creatures aren't about to give up the warmth of human companionship.;7.267;/9vmjC5lfEdb26H8hjt73TWTvyNN.jpg;4.506;154.0;296130.0;140701.0;Harbinger Down;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;296130.0;Lance Henriksen;Matt Winston;Camille Balsamo;Giovonnie Samuels;Winston James Francis;Alec Gillis
Mike is an unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.;19.223;/bi2MCDYvrZQPf1uXyvfVYPE57Mz.jpg;6.075;2471.0;261392.0;140711.0;American Ultra;2015;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;261392.0;Jesse Eisenberg;Kristen Stewart;Topher Grace;Connie Britton;Walton Goggins;Nima Nourizadeh
In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.;42.187;/6WLnzTG4Hz3lFvfZGSsyB8NFGgM.jpg;6.91;2171.0;192141.0;140713.0;No Escape;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;192141.0;Owen Wilson;Lake Bell;Pierce Brosnan;Sterling Jerins;Claire Geare;John Erick Dowdle
In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.;64.403;/9B63hMwU6iICtNDTISCaZQ5US7R.jpg;7.784;3301.0;277216.0;140715.0;Straight Outta Compton;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;277216.0;O'Shea Jackson Jr.;Corey Hawkins;Jason Mitchell;Neil Brown Jr.;Aldis Hodge;F. Gary Gray
Two kids find themselves in the centre of a deadly game of cat and mouse after taking a sheriff's cruiser for a joy ride.;11.09;/o1JBr2htdBNyEKeIwGGr8Bwh1Bn.jpg;5.882;730.0;310133.0;140725.0;Cop Car;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;310133.0;Kevin Bacon;James Freedson-Jackson;Hays Wellford;Camryn Manheim;Shea Whigham;Jon Watts
The story about Abby Jensen, a girl who's been eager to reach her 16th birthday and has kept a secret wish list since she was a little girl. When the Big Day actually arrives, utter disaster strikes, leaving Abby to think her birthday is ruined. But when a mysterious box of magical birthday candles arrives to turn things around, Abby's 16 Wishes start to come true. Her day gets better and better...until she makes one wish that threatens to change everything.;29.863;/tO8TZvH83uHtrLnec6f684xfzOB.jpg;6.282;1138.0;40205.0;140747.0;16 Wishes;2010;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40205.0;Debby Ryan;Jean-Luc Bilodeau;Anna Mae Routledge;Karissa Tynes;Brenda Crichlow;Peter DeLuise
Madoka Kaname, an ordinary middle-schooler, along with her best friend Sayaka Miki, are offered the chance to have any wish they want granted by the mysterious Kyubey, and become magical girls and fight witches. However, fellow magical girl Homura Akemi seems intent on stopping Madoka from becoming a magical girl at any cost. Puella Magi Madoka Magica the Movie Part I: Beginnings is a retelling of the first half of the TV anime series.;14.428;/kJjtXLRR1mV7kEUuSnCKDEmN94G.jpg;7.5;92.0;152042.0;140769.0;Puella Magi Madoka Magica the Movie Part I: Beginnings;2012;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;152042.0;Aoi Yuki;Chiwa Saito;Eri Kitamura;Kaori Mizuhashi;Ai Nonaka;Akiyuki Simbo
A look at the global culture and appeal of the LEGO building-block toys.;6.486;/gMAH2hrEOg6jMcx5PmRJTXMihPI.jpg;5.8;106.0;251471.0;140773.0;A LEGO Brickumentary;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;251471.0;Jason Bateman;Jamie Berard;no actors;no actors;no actors;Kief Davidson
100 years ago, titans suddenly appeared on Earth. Soon, human civilization veered on collapse due to the titans. Humans then built a giant wall to defend themselves. Within the giant walls, humans lived in peace, but, 100 years later, the giant wall is broken.;79.099;/ihuDg9TeRzoOhv2cZVA8gi50NFl.jpg;5.914;587.0;295830.0;140805.0;Attack on Titan;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;295830.0;Haruma Miura;Kiko Mizuhara;Kanata Hongo;Nanami Sakuraba;Takahiro Miura;Shinji Higuchi
It's Christmas Eve in Tinseltown and Sin-Dee is back on the block. Upon hearing that her pimp boyfriend hasn't been faithful during the 28 days she was locked up, the working girl and her best friend, Alexandra, embark on a mission to get to the bottom of the scandalous rumor. Their rip-roaring odyssey leads them through various subcultures of Los Angeles, including an Armenian family dealing with their own repercussions of infidelity.;10.736;/EKLR5c61XQzBTeMokFrmS3kdt8.jpg;6.948;523.0;308084.0;140816.0;Tangerine;2015;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;308084.0;Kitana Kiki Rodriguez;Mya Taylor;Karren Karagulian;Mickey O'Hagen;James Ransone;Sean Baker
In the near future, breathable air is nonexistent. Virtually all of humanity has disappeared, and those chosen to reestablish society reside in a controlled state of suspended animation. Two engineers tasked with guarding the last hope for mankind struggle to preserve their own sanity and lives while administering to the vital task at hand.;8.087;/vs7xGGYZltIZuLTcCgDp73tTJYn.jpg;4.853;377.0;284674.0;140820.0;Air;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;284674.0;Norman Reedus;Djimon Hounsou;Sandrine Holt;Peter Benson;Michael Hogan;Christian Cantamessa
A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs.;18.339;/drHYguFkQO4nQQFUhRYqIbl45oT.jpg;6.511;3671.0;274479.0;140928.0;Joy;2015;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;274479.0;Jennifer Lawrence;Robert De Niro;Bradley Cooper;Edgar Ramírez;Diane Ladd;David O. Russell
"Russia, early 90s. A fictional story inspired by financier Sergey Mavrodi, his securities company ""MMM"", and the pyramid scheme he ran that left upwards of fifteen million investors with nothing when it crashed.";2.241;/xg7Ij96vWPK02ySAJmUctmzvKCN.jpg;6.0;30.0;61998.0;140946.0;The PyraMMMid;2011;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61998.0;Aleksey Serebryakov;Pyotr Fyodorov;Ekaterina Vilkova;Yuriy Tsurilo;Aleksey Gorbunov;Eldar Salavatov
